transaction_datetime,customer_id,location,product_name,category,size_cm,weight_kg,quantity,unit_price,discount,total_amount,payment_method,day_of_year,cost_price,profit,transaction_month,transaction_year
2018-01-10 12:04:00,88,5,Medium Axe,Hand Tools,55,3.0,13,50.0,44,364,Credit Card,10,20,104.0,1,2018
2018-01-10 11:56:00,49,13,Medium Axe,Hand Tools,55,3.0,11,50.0,44,308,Mobile Payment,10,20,88.0,1,2018
2018-01-10 10:29:00,61,7,Small Axe,Hand Tools,35,1.5,9,30.0,44,151,Mobile Payment,10,12,43.0,1,2018
2018-01-10 14:50:00,92,10,Battle Axe,Combat Tools,95,10.0,9,120.0,44,605,Mobile Payment,10,48,173.0,1,2018
2018-01-10 09:25:00,97,6,Battle Axe,Combat Tools,95,10.0,15,120.0,44,1008,Cash,10,48,288.0,1,2018
2018-01-10 12:19:00,34,12,Large Axe,Outdoor Equipment,75,6.0,11,80.0,44,493,Credit Card,10,32,141.0,1,2018
2018-01-10 15:20:00,68,4,Battle Axe,Combat Tools,95,10.0,11,120.0,44,739,Cash,10,48,211.0,1,2018
2018-01-10 11:30:00,64,10,Large Axe,Outdoor Equipment,75,6.0,15,80.0,44,672,Mobile Payment,10,32,192.0,1,2018
2018-01-12 14:38:00,38,0,Small Axe,Hand Tools,35,1.5,13,30.0,44,218,Mobile Payment,12,12,62.0,1,2018
2018-01-12 09:29:00,60,4,Large Axe,Outdoor Equipment,75,6.0,9,80.0,44,403,Cash,12,32,115.0,1,2018
2018-01-12 18:11:00,84,13,Battle Axe,Combat Tools,95,10.0,9,120.0,44,605,Cash,12,48,173.0,1,2018
2018-01-12 18:24:00,91,12,Large Axe,Outdoor Equipment,75,6.0,9,80.0,44,403,Mobile Payment,12,32,115.0,1,2018
2018-01-12 18:05:00,59,14,Large Axe,Outdoor Equipment,75,6.0,13,80.0,44,582,Mobile Payment,12,32,166.0,1,2018
2018-01-12 13:45:00,78,0,Large Axe,Outdoor Equipment,75,6.0,9,80.0,44,403,Cash,12,32,115.0,1,2018
2018-01-12 13:25:00,83,5,Battle Axe,Combat Tools,95,10.0,11,120.0,44,739,Credit Card,12,48,211.0,1,2018
2018-01-12 12:07:00,29,9,Medium Axe,Hand Tools,55,3.0,11,50.0,44,308,Cash,12,20,88.0,1,2018
2018-01-14 12:00:00,98,8,Battle Axe,Combat Tools,95,10.0,9,120.0,44,605,Credit Card,14,48,173.0,1,2018
2018-01-14 11:55:00,91,2,Small Axe,Hand Tools,35,1.5,15,30.0,44,252,Mobile Payment,14,12,72.0,1,2018
2018-01-14 10:59:00,87,8,Medium Axe,Hand Tools,55,3.0,15,50.0,44,420,Mobile Payment,14,20,120.0,1,2018
2018-01-14 17:23:00,86,3,Medium Axe,Hand Tools,55,3.0,15,50.0,44,420,Cash,14,20,120.0,1,2018
2018-01-14 14:20:00,24,6,Small Axe,Hand Tools,35,1.5,13,30.0,44,218,Cash,14,12,62.0,1,2018
2018-01-14 09:27:00,39,6,Large Axe,Outdoor Equipment,75,6.0,11,80.0,44,493,Credit Card,14,32,141.0,1,2018
2018-01-14 13:52:00,61,8,Small Axe,Hand Tools,35,1.5,11,30.0,44,185,Credit Card,14,12,53.0,1,2018
2018-01-14 15:43:00,28,1,Large Axe,Outdoor Equipment,75,6.0,15,80.0,44,672,Mobile Payment,14,32,192.0,1,2018
2018-01-16 17:52:00,59,1,Small Axe,Hand Tools,35,1.5,15,30.0,44,252,Cash,16,12,72.0,1,2018
2018-01-16 13:44:00,97,11,Large Axe,Outdoor Equipment,75,6.0,11,80.0,44,493,Credit Card,16,32,141.0,1,2018
2018-01-16 16:05:00,100,5,Battle Axe,Combat Tools,95,10.0,9,120.0,44,605,Credit Card,16,48,173.0,1,2018
2018-01-16 12:10:00,32,7,Medium Axe,Hand Tools,55,3.0,15,50.0,44,420,Mobile Payment,16,20,120.0,1,2018
2018-01-16 14:51:00,49,8,Medium Axe,Hand Tools,55,3.0,13,50.0,44,364,Credit Card,16,20,104.0,1,2018
2018-01-16 18:43:00,75,11,Battle Axe,Combat Tools,95,10.0,9,120.0,44,605,Cash,16,48,173.0,1,2018
2018-01-16 09:01:00,29,3,Battle Axe,Combat Tools,95,10.0,11,120.0,44,739,Cash,16,48,211.0,1,2018
2018-01-16 09:13:00,100,3,Medium Axe,Hand Tools,55,3.0,11,50.0,44,308,Credit Card,16,20,88.0,1,2018
2018-01-16 14:04:00,73,10,Battle Axe,Combat Tools,95,10.0,9,120.0,44,605,Credit Card,16,48,173.0,1,2018
2018-01-16 09:20:00,81,10,Small Axe,Hand Tools,35,1.5,15,30.0,44,252,Credit Card,16,12,72.0,1,2018
2018-01-16 09:57:00,63,12,Large Axe,Outdoor Equipment,75,6.0,9,80.0,44,403,Credit Card,16,32,115.0,1,2018
2018-01-17 17:20:00,100,7,Battle Axe,Combat Tools,95,10.0,13,120.0,44,874,Cash,17,48,250.0,1,2018
2018-01-17 16:57:00,42,4,Battle Axe,Combat Tools,95,10.0,11,120.0,44,739,Mobile Payment,17,48,211.0,1,2018
2018-01-17 18:56:00,53,1,Battle Axe,Combat Tools,95,10.0,9,120.0,44,605,Mobile Payment,17,48,173.0,1,2018
2018-01-17 10:02:00,86,12,Battle Axe,Combat Tools,95,10.0,9,120.0,44,605,Credit Card,17,48,173.0,1,2018
2018-01-17 11:07:00,76,5,Battle Axe,Combat Tools,95,10.0,15,120.0,44,1008,Mobile Payment,17,48,288.0,1,2018
2018-01-17 16:47:00,24,3,Battle Axe,Combat Tools,95,10.0,13,120.0,44,874,Mobile Payment,17,48,250.0,1,2018
2018-01-17 18:20:00,62,6,Battle Axe,Combat Tools,95,10.0,13,120.0,44,874,Mobile Payment,17,48,250.0,1,2018
2018-01-17 10:07:00,55,13,Battle Axe,Combat Tools,95,10.0,9,120.0,44,605,Cash,17,48,173.0,1,2018
2018-01-18 15:06:00,76,9,Battle Axe,Combat Tools,95,10.0,15,120.0,44,1008,Mobile Payment,18,48,288.0,1,2018
2018-01-18 12:26:00,68,10,Large Axe,Outdoor Equipment,75,6.0,9,80.0,44,403,Credit Card,18,32,115.0,1,2018
2018-01-18 18:39:00,23,3,Large Axe,Outdoor Equipment,75,6.0,15,80.0,44,672,Mobile Payment,18,32,192.0,1,2018
2018-01-18 11:03:00,58,11,Battle Axe,Combat Tools,95,10.0,9,120.0,44,605,Mobile Payment,18,48,173.0,1,2018
2018-01-18 13:20:00,83,12,Battle Axe,Combat Tools,95,10.0,13,120.0,44,874,Mobile Payment,18,48,250.0,1,2018
2018-01-18 16:09:00,20,9,Small Axe,Hand Tools,35,1.5,11,30.0,44,185,Mobile Payment,18,12,53.0,1,2018
2018-01-18 18:49:00,43,4,Medium Axe,Hand Tools,55,3.0,13,50.0,44,364,Mobile Payment,18,20,104.0,1,2018
2018-01-18 18:05:00,73,3,Small Axe,Hand Tools,35,1.5,11,30.0,44,185,Credit Card,18,12,53.0,1,2018
2018-01-18 15:10:00,21,11,Medium Axe,Hand Tools,55,3.0,11,50.0,44,308,Credit Card,18,20,88.0,1,2018
2018-01-18 10:48:00,38,1,Large Axe,Outdoor Equipment,75,6.0,13,80.0,44,582,Cash,18,32,166.0,1,2018
2018-01-18 15:44:00,68,11,Battle Axe,Combat Tools,95,10.0,11,120.0,44,739,Credit Card,18,48,211.0,1,2018
2018-01-18 16:39:00,63,4,Battle Axe,Combat Tools,95,10.0,13,120.0,44,874,Credit Card,18,48,250.0,1,2018
2018-01-20 09:15:00,49,1,Battle Axe,Combat Tools,95,10.0,9,120.0,44,605,Cash,20,48,173.0,1,2018
2018-01-20 09:13:00,40,11,Battle Axe,Combat Tools,95,10.0,15,120.0,44,1008,Mobile Payment,20,48,288.0,1,2018
2018-01-20 16:49:00,27,5,Battle Axe,Combat Tools,95,10.0,11,120.0,44,739,Cash,20,48,211.0,1,2018
2018-01-20 10:24:00,46,4,Medium Axe,Hand Tools,55,3.0,11,50.0,44,308,Cash,20,20,88.0,1,2018
2018-01-20 10:21:00,47,3,Large Axe,Outdoor Equipment,75,6.0,11,80.0,44,493,Cash,20,32,141.0,1,2018
2018-01-20 13:44:00,26,6,Battle Axe,Combat Tools,95,10.0,11,120.0,44,739,Mobile Payment,20,48,211.0,1,2018
2018-01-20 12:05:00,65,6,Medium Axe,Hand Tools,55,3.0,15,50.0,44,420,Credit Card,20,20,120.0,1,2018
2018-01-20 14:29:00,21,5,Medium Axe,Hand Tools,55,3.0,13,50.0,44,364,Mobile Payment,20,20,104.0,1,2018
2018-01-22 14:33:00,49,10,Medium Axe,Hand Tools,55,3.0,6,50.0,0,300,Cash,22,20,180.0,1,2018
2018-01-22 09:34:00,79,7,Battle Axe,Combat Tools,95,10.0,6,120.0,0,720,Mobile Payment,22,48,432.0,1,2018
2018-01-22 15:27:00,97,14,Large Axe,Outdoor Equipment,75,6.0,5,80.0,0,400,Mobile Payment,22,32,240.0,1,2018
2018-01-22 14:40:00,77,8,Small Axe,Hand Tools,35,1.5,5,30.0,0,150,Credit Card,22,12,90.0,1,2018
2018-01-22 14:48:00,24,0,Small Axe,Hand Tools,35,1.5,5,30.0,0,150,Cash,22,12,90.0,1,2018
2018-01-22 17:21:00,83,3,Medium Axe,Hand Tools,55,3.0,6,50.0,0,300,Mobile Payment,22,20,180.0,1,2018
2018-01-22 11:27:00,84,14,Small Axe,Hand Tools,35,1.5,6,30.0,0,180,Cash,22,12,108.0,1,2018
2018-01-22 10:37:00,68,2,Large Axe,Outdoor Equipment,75,6.0,7,80.0,0,560,Cash,22,32,336.0,1,2018
2018-01-22 14:21:00,29,14,Small Axe,Hand Tools,35,1.5,6,30.0,0,180,Credit Card,22,12,108.0,1,2018
2018-01-22 14:32:00,92,14,Large Axe,Outdoor Equipment,75,6.0,7,80.0,0,560,Cash,22,32,336.0,1,2018
2018-01-22 17:27:00,99,1,Battle Axe,Combat Tools,95,10.0,7,120.0,0,840,Credit Card,22,48,504.0,1,2018
2018-01-24 18:32:00,53,11,Battle Axe,Combat Tools,95,10.0,7,120.0,0,840,Mobile Payment,24,48,504.0,1,2018
2018-01-24 17:28:00,48,5,Large Axe,Outdoor Equipment,75,6.0,7,80.0,0,560,Mobile Payment,24,32,336.0,1,2018
2018-01-24 10:38:00,27,0,Small Axe,Hand Tools,35,1.5,7,30.0,0,210,Mobile Payment,24,12,126.0,1,2018
2018-01-24 11:21:00,60,8,Large Axe,Outdoor Equipment,75,6.0,6,80.0,0,480,Credit Card,24,32,288.0,1,2018
2018-01-24 17:20:00,28,11,Battle Axe,Combat Tools,95,10.0,6,120.0,0,720,Mobile Payment,24,48,432.0,1,2018
2018-01-24 13:05:00,41,7,Large Axe,Outdoor Equipment,75,6.0,5,80.0,0,400,Credit Card,24,32,240.0,1,2018
2018-01-24 11:33:00,30,10,Large Axe,Outdoor Equipment,75,6.0,7,80.0,0,560,Mobile Payment,24,32,336.0,1,2018
2018-01-24 11:43:00,88,3,Battle Axe,Combat Tools,95,10.0,5,120.0,0,600,Mobile Payment,24,48,360.0,1,2018
2018-01-24 09:23:00,77,12,Battle Axe,Combat Tools,95,10.0,8,120.0,0,960,Mobile Payment,24,48,576.0,1,2018
2018-01-24 11:54:00,28,2,Large Axe,Outdoor Equipment,75,6.0,6,80.0,0,480,Mobile Payment,24,32,288.0,1,2018
2018-01-24 12:05:00,38,2,Battle Axe,Combat Tools,95,10.0,8,120.0,0,960,Cash,24,48,576.0,1,2018
2018-01-24 15:20:00,86,12,Small Axe,Hand Tools,35,1.5,6,30.0,0,180,Cash,24,12,108.0,1,2018
2018-01-27 17:22:00,89,3,Battle Axe,Combat Tools,95,10.0,6,120.0,0,720,Credit Card,27,48,432.0,1,2018
2018-01-27 15:46:00,93,1,Medium Axe,Hand Tools,55,3.0,8,50.0,0,400,Credit Card,27,20,240.0,1,2018
2018-01-27 16:32:00,56,8,Large Axe,Outdoor Equipment,75,6.0,7,80.0,0,560,Cash,27,32,336.0,1,2018
2018-01-27 17:45:00,42,5,Battle Axe,Combat Tools,95,10.0,7,120.0,0,840,Cash,27,48,504.0,1,2018
2018-01-27 14:38:00,45,5,Large Axe,Outdoor Equipment,75,6.0,8,80.0,0,640,Cash,27,32,384.0,1,2018
2018-01-27 14:39:00,40,2,Medium Axe,Hand Tools,55,3.0,7,50.0,0,350,Credit Card,27,20,210.0,1,2018
2018-01-27 18:06:00,62,2,Battle Axe,Combat Tools,95,10.0,8,120.0,0,960,Credit Card,27,48,576.0,1,2018
2018-01-27 11:24:00,22,11,Small Axe,Hand Tools,35,1.5,8,30.0,0,240,Credit Card,27,12,144.0,1,2018
2018-01-29 11:15:00,100,2,Small Axe,Hand Tools,35,1.5,8,30.0,0,240,Mobile Payment,29,12,144.0,1,2018
2018-01-29 09:06:00,98,2,Large Axe,Outdoor Equipment,75,6.0,7,80.0,0,560,Credit Card,29,32,336.0,1,2018
2018-01-29 13:10:00,42,4,Medium Axe,Hand Tools,55,3.0,8,50.0,0,400,Cash,29,20,240.0,1,2018
2018-01-29 09:53:00,52,10,Large Axe,Outdoor Equipment,75,6.0,6,80.0,0,480,Cash,29,32,288.0,1,2018
2018-01-29 12:58:00,39,8,Large Axe,Outdoor Equipment,75,6.0,5,80.0,0,400,Mobile Payment,29,32,240.0,1,2018
2018-01-29 14:29:00,82,6,Large Axe,Outdoor Equipment,75,6.0,8,80.0,0,640,Credit Card,29,32,384.0,1,2018
2018-01-29 12:45:00,80,3,Medium Axe,Hand Tools,55,3.0,5,50.0,0,250,Cash,29,20,150.0,1,2018
2018-01-29 16:14:00,64,10,Battle Axe,Combat Tools,95,10.0,5,120.0,0,600,Credit Card,29,48,360.0,1,2018
2018-01-30 12:24:00,99,9,Large Axe,Outdoor Equipment,75,6.0,5,80.0,0,400,Mobile Payment,30,32,240.0,1,2018
2018-01-30 18:43:00,67,9,Small Axe,Hand Tools,35,1.5,8,30.0,0,240,Credit Card,30,12,144.0,1,2018
2018-01-30 15:38:00,96,12,Large Axe,Outdoor Equipment,75,6.0,8,80.0,0,640,Credit Card,30,32,384.0,1,2018
2018-01-30 14:47:00,78,14,Battle Axe,Combat Tools,95,10.0,6,120.0,0,720,Credit Card,30,48,432.0,1,2018
2018-01-30 14:07:00,34,10,Battle Axe,Combat Tools,95,10.0,7,120.0,0,840,Credit Card,30,48,504.0,1,2018
2018-01-30 09:57:00,81,14,Battle Axe,Combat Tools,95,10.0,7,120.0,0,840,Credit Card,30,48,504.0,1,2018
2018-01-30 18:02:00,90,12,Battle Axe,Combat Tools,95,10.0,6,120.0,0,720,Credit Card,30,48,432.0,1,2018
2018-01-30 13:11:00,69,9,Battle Axe,Combat Tools,95,10.0,8,120.0,0,960,Credit Card,30,48,576.0,1,2018
2018-01-30 13:03:00,99,5,Battle Axe,Combat Tools,95,10.0,7,120.0,0,840,Credit Card,30,48,504.0,1,2018
2018-01-30 10:40:00,69,4,Large Axe,Outdoor Equipment,75,6.0,8,80.0,0,640,Mobile Payment,30,32,384.0,1,2018
2018-02-02 18:38:00,43,7,Battle Axe,Combat Tools,95,10.0,7,120.0,0,840,Mobile Payment,33,48,504.0,2,2018
2018-02-02 12:18:00,31,8,Battle Axe,Combat Tools,95,10.0,6,120.0,0,720,Mobile Payment,33,48,432.0,2,2018
2018-02-02 11:24:00,84,6,Large Axe,Outdoor Equipment,75,6.0,7,80.0,0,560,Mobile Payment,33,32,336.0,2,2018
2018-02-02 15:55:00,77,2,Battle Axe,Combat Tools,95,10.0,6,120.0,0,720,Mobile Payment,33,48,432.0,2,2018
2018-02-02 14:26:00,43,9,Battle Axe,Combat Tools,95,10.0,8,120.0,0,960,Cash,33,48,576.0,2,2018
2018-02-02 14:55:00,23,7,Large Axe,Outdoor Equipment,75,6.0,8,80.0,0,640,Credit Card,33,32,384.0,2,2018
2018-02-02 16:35:00,89,13,Small Axe,Hand Tools,35,1.5,6,30.0,0,180,Cash,33,12,108.0,2,2018
2018-02-02 09:13:00,23,7,Battle Axe,Combat Tools,95,10.0,7,120.0,0,840,Cash,33,48,504.0,2,2018
2018-02-02 16:46:00,37,14,Large Axe,Outdoor Equipment,75,6.0,7,80.0,0,560,Mobile Payment,33,32,336.0,2,2018
2018-02-05 09:10:00,65,7,Large Axe,Outdoor Equipment,75,6.0,8,80.0,0,640,Cash,36,32,384.0,2,2018
2018-02-05 12:53:00,61,4,Small Axe,Hand Tools,35,1.5,6,30.0,0,180,Cash,36,12,108.0,2,2018
2018-02-05 11:13:00,88,9,Battle Axe,Combat Tools,95,10.0,7,120.0,0,840,Mobile Payment,36,48,504.0,2,2018
2018-02-05 12:37:00,74,13,Large Axe,Outdoor Equipment,75,6.0,5,80.0,0,400,Cash,36,32,240.0,2,2018
2018-02-05 13:19:00,86,3,Medium Axe,Hand Tools,55,3.0,5,50.0,0,250,Mobile Payment,36,20,150.0,2,2018
2018-02-05 16:28:00,67,14,Battle Axe,Combat Tools,95,10.0,6,120.0,0,720,Credit Card,36,48,432.0,2,2018
2018-02-05 11:52:00,93,12,Small Axe,Hand Tools,35,1.5,5,30.0,0,150,Mobile Payment,36,12,90.0,2,2018
2018-02-05 18:57:00,88,11,Small Axe,Hand Tools,35,1.5,6,30.0,0,180,Mobile Payment,36,12,108.0,2,2018
2018-02-05 16:42:00,100,5,Battle Axe,Combat Tools,95,10.0,5,120.0,0,600,Cash,36,48,360.0,2,2018
2018-02-08 14:03:00,26,6,Large Axe,Outdoor Equipment,75,6.0,5,80.0,0,400,Mobile Payment,39,32,240.0,2,2018
2018-02-08 17:54:00,62,7,Battle Axe,Combat Tools,95,10.0,8,120.0,0,960,Cash,39,48,576.0,2,2018
2018-02-08 16:29:00,62,14,Medium Axe,Hand Tools,55,3.0,7,50.0,0,350,Mobile Payment,39,20,210.0,2,2018
2018-02-08 15:51:00,70,10,Medium Axe,Hand Tools,55,3.0,8,50.0,0,400,Credit Card,39,20,240.0,2,2018
2018-02-08 13:09:00,73,8,Small Axe,Hand Tools,35,1.5,5,30.0,0,150,Credit Card,39,12,90.0,2,2018
2018-02-08 18:33:00,70,6,Medium Axe,Hand Tools,55,3.0,5,50.0,0,250,Mobile Payment,39,20,150.0,2,2018
2018-02-08 12:20:00,83,2,Medium Axe,Hand Tools,55,3.0,7,50.0,0,350,Mobile Payment,39,20,210.0,2,2018
2018-02-08 10:49:00,52,8,Large Axe,Outdoor Equipment,75,6.0,7,80.0,0,560,Credit Card,39,32,336.0,2,2018
2018-02-08 12:06:00,38,1,Large Axe,Outdoor Equipment,75,6.0,5,80.0,0,400,Credit Card,39,32,240.0,2,2018
2018-02-08 18:36:00,46,12,Small Axe,Hand Tools,35,1.5,7,30.0,0,210,Cash,39,12,126.0,2,2018
2018-02-09 18:44:00,96,5,Large Axe,Outdoor Equipment,75,6.0,5,80.0,0,400,Cash,40,32,240.0,2,2018
2018-02-09 12:33:00,28,2,Large Axe,Outdoor Equipment,75,6.0,8,80.0,0,640,Credit Card,40,32,384.0,2,2018
2018-02-09 14:43:00,86,10,Small Axe,Hand Tools,35,1.5,5,30.0,0,150,Mobile Payment,40,12,90.0,2,2018
2018-02-09 09:30:00,51,7,Battle Axe,Combat Tools,95,10.0,6,120.0,0,720,Mobile Payment,40,48,432.0,2,2018
2018-02-09 16:18:00,73,7,Medium Axe,Hand Tools,55,3.0,7,50.0,0,350,Cash,40,20,210.0,2,2018
2018-02-09 15:45:00,90,5,Large Axe,Outdoor Equipment,75,6.0,6,80.0,0,480,Credit Card,40,32,288.0,2,2018
