transaction_datetime,customer_id,location,product_name,category,size_cm,weight_kg,quantity,unit_price,discount,total_amount,payment_method,day_of_year,cost_price,profit,transaction_month,transaction_year
2018-01-09 16:16:00,51,9,Large Axe,Outdoor Equipment,75,6.0,1,80.0,15,68,Cash,9,32,36,1,2018
2018-01-09 17:54:00,28,9,Medium Axe,Hand Tools,55,3.0,1,50.0,15,42,Cash,9,20,22,1,2018
2018-01-09 14:03:00,20,0,Medium Axe,Hand Tools,55,3.0,4,50.0,15,170,Mobile Payment,9,20,90,1,2018
2018-01-09 12:24:00,62,8,Large Axe,Outdoor Equipment,75,6.0,1,80.0,15,68,Cash,9,32,36,1,2018
2018-01-09 15:33:00,51,5,Medium Axe,Hand Tools,55,3.0,3,50.0,15,128,Mobile Payment,9,20,68,1,2018
2018-01-09 15:50:00,43,12,Medium Axe,Hand Tools,55,3.0,3,50.0,15,128,Mobile Payment,9,20,68,1,2018
2018-01-09 17:36:00,81,9,Small Axe,Hand Tools,35,1.5,3,30.0,15,76,Mobile Payment,9,12,40,1,2018
2018-01-09 09:32:00,95,14,Battle Axe,Combat Tools,95,10.0,3,120.0,15,306,Cash,9,48,162,1,2018
2018-01-09 18:02:00,63,14,Battle Axe,Combat Tools,95,10.0,4,120.0,15,408,Credit Card,9,48,216,1,2018
2018-01-10 15:50:00,44,12,Small Axe,Hand Tools,35,1.5,1,30.0,15,26,Credit Card,10,12,14,1,2018
2018-01-10 13:37:00,20,1,Large Axe,Outdoor Equipment,75,6.0,5,80.0,15,340,Cash,10,32,180,1,2018
2018-01-10 12:44:00,66,5,Large Axe,Outdoor Equipment,75,6.0,1,80.0,15,68,Credit Card,10,32,36,1,2018
2018-01-10 12:55:00,42,12,Battle Axe,Combat Tools,95,10.0,2,120.0,15,204,Mobile Payment,10,48,108,1,2018
2018-01-10 15:42:00,67,6,Large Axe,Outdoor Equipment,75,6.0,2,80.0,15,136,Mobile Payment,10,32,72,1,2018
2018-01-10 10:52:00,29,2,Battle Axe,Combat Tools,95,10.0,1,120.0,15,102,Credit Card,10,48,54,1,2018
2018-01-10 17:55:00,44,6,Large Axe,Outdoor Equipment,75,6.0,4,80.0,15,272,Credit Card,10,32,144,1,2018
2018-01-10 10:32:00,59,4,Small Axe,Hand Tools,35,1.5,2,30.0,15,51,Credit Card,10,12,27,1,2018
2018-01-10 12:22:00,51,1,Medium Axe,Hand Tools,55,3.0,1,50.0,15,42,Cash,10,20,22,1,2018
2018-01-10 11:04:00,92,1,Large Axe,Outdoor Equipment,75,6.0,5,80.0,15,340,Cash,10,32,180,1,2018
2018-01-10 10:20:00,76,10,Battle Axe,Combat Tools,95,10.0,1,120.0,15,102,Cash,10,48,54,1,2018
2018-01-10 13:47:00,86,4,Battle Axe,Combat Tools,95,10.0,1,120.0,15,102,Cash,10,48,54,1,2018
2018-01-13 12:19:00,86,0,Large Axe,Outdoor Equipment,75,6.0,4,80.0,15,272,Credit Card,13,32,144,1,2018
2018-01-13 09:45:00,98,10,Battle Axe,Combat Tools,95,10.0,2,120.0,15,204,Credit Card,13,48,108,1,2018
2018-01-13 14:09:00,43,14,Battle Axe,Combat Tools,95,10.0,4,120.0,15,408,Cash,13,48,216,1,2018
2018-01-13 17:46:00,50,14,Battle Axe,Combat Tools,95,10.0,4,120.0,15,408,Credit Card,13,48,216,1,2018
2018-01-13 16:31:00,68,11,Large Axe,Outdoor Equipment,75,6.0,4,80.0,15,272,Mobile Payment,13,32,144,1,2018
2018-01-13 18:10:00,26,5,Medium Axe,Hand Tools,55,3.0,5,50.0,15,212,Credit Card,13,20,112,1,2018
2018-01-13 18:40:00,56,12,Small Axe,Hand Tools,35,1.5,5,30.0,15,128,Cash,13,12,68,1,2018
2018-01-13 11:19:00,41,14,Medium Axe,Hand Tools,55,3.0,4,50.0,15,170,Mobile Payment,13,20,90,1,2018
2018-01-13 13:43:00,71,9,Small Axe,Hand Tools,35,1.5,4,30.0,15,102,Mobile Payment,13,12,54,1,2018
2018-01-13 12:57:00,21,4,Battle Axe,Combat Tools,95,10.0,1,120.0,15,102,Cash,13,48,54,1,2018
2018-01-16 17:55:00,85,5,Battle Axe,Combat Tools,95,10.0,2,120.0,0,240,Mobile Payment,16,48,144,1,2018
2018-01-16 14:55:00,48,8,Large Axe,Outdoor Equipment,75,6.0,2,80.0,0,160,Mobile Payment,16,32,96,1,2018
2018-01-16 13:07:00,84,6,Battle Axe,Combat Tools,95,10.0,2,120.0,0,240,Credit Card,16,48,144,1,2018
2018-01-16 14:09:00,72,8,Battle Axe,Combat Tools,95,10.0,4,120.0,0,480,Cash,16,48,288,1,2018
2018-01-16 10:40:00,55,10,Large Axe,Outdoor Equipment,75,6.0,5,80.0,0,400,Mobile Payment,16,32,240,1,2018
2018-01-16 14:33:00,93,11,Large Axe,Outdoor Equipment,75,6.0,3,80.0,0,240,Mobile Payment,16,32,144,1,2018
2018-01-16 11:02:00,69,7,Battle Axe,Combat Tools,95,10.0,4,120.0,0,480,Mobile Payment,16,48,288,1,2018
2018-01-16 09:45:00,35,9,Battle Axe,Combat Tools,95,10.0,1,120.0,0,120,Mobile Payment,16,48,72,1,2018
2018-01-16 10:51:00,42,0,Large Axe,Outdoor Equipment,75,6.0,4,80.0,0,320,Cash,16,32,192,1,2018
2018-01-16 16:14:00,85,11,Battle Axe,Combat Tools,95,10.0,3,120.0,0,360,Mobile Payment,16,48,216,1,2018
2018-01-16 09:07:00,81,0,Large Axe,Outdoor Equipment,75,6.0,5,80.0,0,400,Cash,16,32,240,1,2018
2018-01-17 15:08:00,45,1,Medium Axe,Hand Tools,55,3.0,5,50.0,0,250,Mobile Payment,17,20,150,1,2018
2018-01-17 16:42:00,83,5,Small Axe,Hand Tools,35,1.5,2,30.0,0,60,Credit Card,17,12,36,1,2018
2018-01-17 10:48:00,84,0,Medium Axe,Hand Tools,55,3.0,2,50.0,0,100,Mobile Payment,17,20,60,1,2018
2018-01-17 12:43:00,47,1,Small Axe,Hand Tools,35,1.5,2,30.0,0,60,Mobile Payment,17,12,36,1,2018
2018-01-17 18:32:00,84,2,Small Axe,Hand Tools,35,1.5,4,30.0,0,120,Cash,17,12,72,1,2018
2018-01-17 16:48:00,21,1,Small Axe,Hand Tools,35,1.5,3,30.0,0,90,Credit Card,17,12,54,1,2018
2018-01-17 09:21:00,41,9,Battle Axe,Combat Tools,95,10.0,4,120.0,0,480,Mobile Payment,17,48,288,1,2018
2018-01-17 15:31:00,49,12,Small Axe,Hand Tools,35,1.5,4,30.0,0,120,Mobile Payment,17,12,72,1,2018
2018-01-17 10:24:00,73,14,Large Axe,Outdoor Equipment,75,6.0,4,80.0,0,320,Mobile Payment,17,32,192,1,2018
2018-01-17 12:32:00,20,2,Medium Axe,Hand Tools,55,3.0,1,50.0,0,50,Cash,17,20,30,1,2018
2018-01-17 13:52:00,52,0,Small Axe,Hand Tools,35,1.5,3,30.0,0,90,Cash,17,12,54,1,2018
2018-01-19 11:46:00,28,5,Medium Axe,Hand Tools,55,3.0,2,50.0,0,100,Credit Card,19,20,60,1,2018
2018-01-19 10:06:00,51,6,Medium Axe,Hand Tools,55,3.0,4,50.0,0,200,Cash,19,20,120,1,2018
2018-01-19 16:31:00,40,6,Battle Axe,Combat Tools,95,10.0,4,120.0,0,480,Mobile Payment,19,48,288,1,2018
2018-01-19 11:55:00,37,8,Large Axe,Outdoor Equipment,75,6.0,1,80.0,0,80,Cash,19,32,48,1,2018
2018-01-19 17:26:00,73,3,Medium Axe,Hand Tools,55,3.0,2,50.0,0,100,Cash,19,20,60,1,2018
2018-01-19 17:25:00,84,4,Large Axe,Outdoor Equipment,75,6.0,5,80.0,0,400,Cash,19,32,240,1,2018
2018-01-19 14:03:00,25,6,Battle Axe,Combat Tools,95,10.0,1,120.0,0,120,Credit Card,19,48,72,1,2018
2018-01-19 10:00:00,52,2,Medium Axe,Hand Tools,55,3.0,2,50.0,0,100,Credit Card,19,20,60,1,2018
2018-01-19 10:43:00,30,10,Battle Axe,Combat Tools,95,10.0,1,120.0,0,120,Cash,19,48,72,1,2018
2018-01-19 16:04:00,52,2,Medium Axe,Hand Tools,55,3.0,5,50.0,0,250,Credit Card,19,20,150,1,2018
2018-01-19 17:06:00,66,10,Medium Axe,Hand Tools,55,3.0,2,50.0,0,100,Cash,19,20,60,1,2018
2018-01-19 16:44:00,77,7,Medium Axe,Hand Tools,55,3.0,3,50.0,0,150,Mobile Payment,19,20,90,1,2018
2018-01-22 15:08:00,21,9,Small Axe,Hand Tools,35,1.5,5,30.0,0,150,Cash,22,12,90,1,2018
2018-01-22 11:23:00,84,10,Medium Axe,Hand Tools,55,3.0,4,50.0,0,200,Credit Card,22,20,120,1,2018
2018-01-22 15:15:00,29,4,Large Axe,Outdoor Equipment,75,6.0,3,80.0,0,240,Credit Card,22,32,144,1,2018
2018-01-22 10:52:00,34,13,Large Axe,Outdoor Equipment,75,6.0,1,80.0,0,80,Cash,22,32,48,1,2018
2018-01-22 11:15:00,28,9,Battle Axe,Combat Tools,95,10.0,5,120.0,0,600,Mobile Payment,22,48,360,1,2018
2018-01-22 17:38:00,46,8,Battle Axe,Combat Tools,95,10.0,4,120.0,0,480,Cash,22,48,288,1,2018
2018-01-22 17:20:00,62,3,Battle Axe,Combat Tools,95,10.0,4,120.0,0,480,Cash,22,48,288,1,2018
2018-01-22 10:19:00,21,9,Medium Axe,Hand Tools,55,3.0,1,50.0,0,50,Mobile Payment,22,20,30,1,2018
2018-01-22 14:30:00,22,2,Medium Axe,Hand Tools,55,3.0,4,50.0,0,200,Mobile Payment,22,20,120,1,2018
2018-01-24 10:07:00,92,9,Large Axe,Outdoor Equipment,75,6.0,1,80.0,0,80,Mobile Payment,24,32,48,1,2018
2018-01-24 13:33:00,30,11,Medium Axe,Hand Tools,55,3.0,5,50.0,0,250,Credit Card,24,20,150,1,2018
2018-01-24 15:13:00,88,3,Battle Axe,Combat Tools,95,10.0,2,120.0,0,240,Mobile Payment,24,48,144,1,2018
2018-01-24 16:21:00,26,11,Medium Axe,Hand Tools,55,3.0,4,50.0,0,200,Credit Card,24,20,120,1,2018
2018-01-24 16:04:00,70,0,Small Axe,Hand Tools,35,1.5,3,30.0,0,90,Credit Card,24,12,54,1,2018
2018-01-24 12:42:00,81,2,Battle Axe,Combat Tools,95,10.0,5,120.0,0,600,Credit Card,24,48,360,1,2018
2018-01-24 13:28:00,44,12,Small Axe,Hand Tools,35,1.5,2,30.0,0,60,Credit Card,24,12,36,1,2018
2018-01-24 11:38:00,42,2,Large Axe,Outdoor Equipment,75,6.0,5,80.0,0,400,Credit Card,24,32,240,1,2018
2018-01-24 18:35:00,53,11,Medium Axe,Hand Tools,55,3.0,1,50.0,0,50,Cash,24,20,30,1,2018
2018-01-24 15:05:00,22,0,Battle Axe,Combat Tools,95,10.0,2,120.0,0,240,Credit Card,24,48,144,1,2018
2018-01-24 16:00:00,84,12,Small Axe,Hand Tools,35,1.5,1,30.0,0,30,Mobile Payment,24,12,18,1,2018
2018-01-24 13:39:00,20,12,Battle Axe,Combat Tools,95,10.0,1,120.0,0,120,Mobile Payment,24,48,72,1,2018
2018-01-26 17:23:00,97,1,Small Axe,Hand Tools,35,1.5,1,30.0,0,30,Credit Card,26,12,18,1,2018
2018-01-26 10:29:00,20,0,Battle Axe,Combat Tools,95,10.0,1,120.0,0,120,Cash,26,48,72,1,2018
2018-01-26 12:36:00,36,14,Battle Axe,Combat Tools,95,10.0,1,120.0,0,120,Credit Card,26,48,72,1,2018
2018-01-26 09:27:00,80,3,Large Axe,Outdoor Equipment,75,6.0,5,80.0,0,400,Credit Card,26,32,240,1,2018
2018-01-26 09:52:00,67,13,Large Axe,Outdoor Equipment,75,6.0,5,80.0,0,400,Mobile Payment,26,32,240,1,2018
2018-01-26 17:19:00,58,3,Large Axe,Outdoor Equipment,75,6.0,2,80.0,0,160,Cash,26,32,96,1,2018
2018-01-26 14:37:00,28,10,Small Axe,Hand Tools,35,1.5,3,30.0,0,90,Mobile Payment,26,12,54,1,2018
2018-01-26 09:12:00,98,6,Large Axe,Outdoor Equipment,75,6.0,1,80.0,0,80,Credit Card,26,32,48,1,2018
2018-01-26 14:08:00,75,1,Small Axe,Hand Tools,35,1.5,2,30.0,0,60,Mobile Payment,26,12,36,1,2018
2018-01-26 09:56:00,64,1,Large Axe,Outdoor Equipment,75,6.0,5,80.0,0,400,Cash,26,32,240,1,2018
2018-01-28 14:33:00,76,8,Large Axe,Outdoor Equipment,75,6.0,5,80.0,0,400,Cash,28,32,240,1,2018
2018-01-28 13:17:00,100,3,Medium Axe,Hand Tools,55,3.0,4,50.0,0,200,Cash,28,20,120,1,2018
2018-01-28 11:05:00,73,5,Battle Axe,Combat Tools,95,10.0,3,120.0,0,360,Mobile Payment,28,48,216,1,2018
2018-01-28 16:34:00,57,3,Medium Axe,Hand Tools,55,3.0,3,50.0,0,150,Cash,28,20,90,1,2018
2018-01-28 11:59:00,56,12,Medium Axe,Hand Tools,55,3.0,1,50.0,0,50,Credit Card,28,20,30,1,2018
2018-01-28 13:34:00,22,0,Small Axe,Hand Tools,35,1.5,1,30.0,0,30,Credit Card,28,12,18,1,2018
2018-01-28 10:55:00,54,5,Battle Axe,Combat Tools,95,10.0,3,120.0,0,360,Mobile Payment,28,48,216,1,2018
2018-01-28 13:51:00,52,0,Large Axe,Outdoor Equipment,75,6.0,5,80.0,0,400,Credit Card,28,32,240,1,2018
2018-01-28 10:50:00,24,13,Small Axe,Hand Tools,35,1.5,3,30.0,0,90,Cash,28,12,54,1,2018
2018-01-28 10:18:00,72,13,Large Axe,Outdoor Equipment,75,6.0,2,80.0,0,160,Mobile Payment,28,32,96,1,2018
2018-01-31 10:20:00,80,14,Small Axe,Hand Tools,35,1.5,1,30.0,0,30,Mobile Payment,31,12,18,1,2018
2018-01-31 14:26:00,58,2,Battle Axe,Combat Tools,95,10.0,2,120.0,0,240,Cash,31,48,144,1,2018
2018-01-31 11:50:00,24,2,Battle Axe,Combat Tools,95,10.0,3,120.0,0,360,Credit Card,31,48,216,1,2018
2018-01-31 11:57:00,61,2,Large Axe,Outdoor Equipment,75,6.0,1,80.0,0,80,Mobile Payment,31,32,48,1,2018
2018-01-31 17:38:00,58,14,Battle Axe,Combat Tools,95,10.0,3,120.0,0,360,Cash,31,48,216,1,2018
2018-01-31 17:55:00,40,11,Battle Axe,Combat Tools,95,10.0,2,120.0,0,240,Mobile Payment,31,48,144,1,2018
2018-01-31 14:25:00,27,10,Large Axe,Outdoor Equipment,75,6.0,1,80.0,0,80,Cash,31,32,48,1,2018
2018-01-31 15:05:00,26,2,Medium Axe,Hand Tools,55,3.0,4,50.0,0,200,Mobile Payment,31,20,120,1,2018
2018-02-01 16:12:00,91,6,Small Axe,Hand Tools,35,1.5,5,30.0,0,150,Cash,32,12,90,2,2018
2018-02-01 12:27:00,78,7,Medium Axe,Hand Tools,55,3.0,1,50.0,0,50,Mobile Payment,32,20,30,2,2018
2018-02-01 14:23:00,88,12,Battle Axe,Combat Tools,95,10.0,3,120.0,0,360,Credit Card,32,48,216,2,2018
2018-02-01 13:08:00,89,3,Medium Axe,Hand Tools,55,3.0,1,50.0,0,50,Credit Card,32,20,30,2,2018
2018-02-01 10:24:00,69,6,Large Axe,Outdoor Equipment,75,6.0,1,80.0,0,80,Mobile Payment,32,32,48,2,2018
2018-02-01 16:04:00,33,12,Battle Axe,Combat Tools,95,10.0,4,120.0,0,480,Mobile Payment,32,48,288,2,2018
2018-02-01 18:01:00,75,13,Battle Axe,Combat Tools,95,10.0,3,120.0,0,360,Cash,32,48,216,2,2018
2018-02-01 11:36:00,41,3,Battle Axe,Combat Tools,95,10.0,3,120.0,0,360,Credit Card,32,48,216,2,2018
2018-02-01 09:07:00,72,6,Small Axe,Hand Tools,35,1.5,2,30.0,0,60,Mobile Payment,32,12,36,2,2018
2018-02-02 17:30:00,78,10,Medium Axe,Hand Tools,55,3.0,3,50.0,0,150,Cash,33,20,90,2,2018
2018-02-02 11:10:00,49,7,Large Axe,Outdoor Equipment,75,6.0,5,80.0,0,400,Cash,33,32,240,2,2018
2018-02-02 11:21:00,66,0,Large Axe,Outdoor Equipment,75,6.0,5,80.0,0,400,Credit Card,33,32,240,2,2018
2018-02-02 12:04:00,76,6,Large Axe,Outdoor Equipment,75,6.0,2,80.0,0,160,Credit Card,33,32,96,2,2018
2018-02-02 09:38:00,39,0,Battle Axe,Combat Tools,95,10.0,1,120.0,0,120,Credit Card,33,48,72,2,2018
2018-02-02 12:01:00,75,9,Battle Axe,Combat Tools,95,10.0,5,120.0,0,600,Credit Card,33,48,360,2,2018
2018-02-02 18:47:00,45,10,Battle Axe,Combat Tools,95,10.0,3,120.0,0,360,Cash,33,48,216,2,2018
2018-02-02 12:59:00,93,7,Large Axe,Outdoor Equipment,75,6.0,2,80.0,0,160,Mobile Payment,33,32,96,2,2018
2018-02-02 13:01:00,96,7,Large Axe,Outdoor Equipment,75,6.0,3,80.0,0,240,Cash,33,32,144,2,2018
2018-02-02 11:18:00,53,1,Large Axe,Outdoor Equipment,75,6.0,1,80.0,0,80,Credit Card,33,32,48,2,2018
2018-02-02 12:27:00,85,10,Large Axe,Outdoor Equipment,75,6.0,5,80.0,0,400,Credit Card,33,32,240,2,2018
2018-02-03 13:01:00,85,0,Large Axe,Outdoor Equipment,75,6.0,1,80.0,0,80,Mobile Payment,34,32,48,2,2018
2018-02-03 13:43:00,100,4,Battle Axe,Combat Tools,95,10.0,3,120.0,0,360,Cash,34,48,216,2,2018
2018-02-03 18:59:00,79,6,Medium Axe,Hand Tools,55,3.0,3,50.0,0,150,Credit Card,34,20,90,2,2018
2018-02-03 11:58:00,92,7,Large Axe,Outdoor Equipment,75,6.0,2,80.0,0,160,Credit Card,34,32,96,2,2018
2018-02-03 12:52:00,79,6,Battle Axe,Combat Tools,95,10.0,1,120.0,0,120,Credit Card,34,48,72,2,2018
2018-02-03 12:13:00,75,7,Battle Axe,Combat Tools,95,10.0,2,120.0,0,240,Mobile Payment,34,48,144,2,2018
2018-02-03 11:11:00,93,11,Battle Axe,Combat Tools,95,10.0,5,120.0,0,600,Credit Card,34,48,360,2,2018
2018-02-03 09:58:00,43,10,Large Axe,Outdoor Equipment,75,6.0,5,80.0,0,400,Mobile Payment,34,32,240,2,2018
2018-02-04 17:14:00,41,12,Medium Axe,Hand Tools,55,3.0,2,50.0,0,100,Mobile Payment,35,20,60,2,2018
2018-02-04 10:39:00,82,9,Large Axe,Outdoor Equipment,75,6.0,4,80.0,0,320,Mobile Payment,35,32,192,2,2018
2018-02-04 13:22:00,23,0,Battle Axe,Combat Tools,95,10.0,4,120.0,0,480,Credit Card,35,48,288,2,2018
2018-02-04 15:22:00,53,14,Large Axe,Outdoor Equipment,75,6.0,5,80.0,0,400,Credit Card,35,32,240,2,2018
2018-02-04 10:54:00,38,3,Battle Axe,Combat Tools,95,10.0,4,120.0,0,480,Cash,35,48,288,2,2018
2018-02-04 12:49:00,36,10,Medium Axe,Hand Tools,55,3.0,2,50.0,0,100,Mobile Payment,35,20,60,2,2018
2018-02-04 12:38:00,44,13,Battle Axe,Combat Tools,95,10.0,1,120.0,0,120,Mobile Payment,35,48,72,2,2018
2018-02-04 10:49:00,61,6,Large Axe,Outdoor Equipment,75,6.0,3,80.0,0,240,Credit Card,35,32,144,2,2018
2018-02-04 13:31:00,88,5,Medium Axe,Hand Tools,55,3.0,5,50.0,0,250,Cash,35,20,150,2,2018
2018-02-04 17:14:00,78,13,Small Axe,Hand Tools,35,1.5,3,30.0,0,90,Credit Card,35,12,54,2,2018
2018-02-05 18:36:00,52,5,Small Axe,Hand Tools,35,1.5,4,30.0,0,120,Credit Card,36,12,72,2,2018
2018-02-05 18:55:00,29,8,Battle Axe,Combat Tools,95,10.0,3,120.0,0,360,Mobile Payment,36,48,216,2,2018
2018-02-05 16:43:00,70,1,Large Axe,Outdoor Equipment,75,6.0,2,80.0,0,160,Credit Card,36,32,96,2,2018
2018-02-05 09:25:00,73,0,Small Axe,Hand Tools,35,1.5,4,30.0,0,120,Credit Card,36,12,72,2,2018
2018-02-05 16:14:00,98,7,Large Axe,Outdoor Equipment,75,6.0,4,80.0,0,320,Credit Card,36,32,192,2,2018
2018-02-05 09:56:00,20,8,Battle Axe,Combat Tools,95,10.0,4,120.0,0,480,Cash,36,48,288,2,2018
2018-02-05 14:49:00,28,3,Battle Axe,Combat Tools,95,10.0,5,120.0,0,600,Mobile Payment,36,48,360,2,2018
2018-02-05 12:07:00,76,10,Battle Axe,Combat Tools,95,10.0,1,120.0,0,120,Cash,36,48,72,2,2018
2018-02-05 16:20:00,27,0,Battle Axe,Combat Tools,95,10.0,4,120.0,0,480,Credit Card,36,48,288,2,2018
2018-02-07 10:09:00,34,12,Large Axe,Outdoor Equipment,75,6.0,1,80.0,0,80,Mobile Payment,38,32,48,2,2018
2018-02-07 11:07:00,38,0,Large Axe,Outdoor Equipment,75,6.0,4,80.0,0,320,Credit Card,38,32,192,2,2018
2018-02-07 16:33:00,100,6,Small Axe,Hand Tools,35,1.5,5,30.0,0,150,Mobile Payment,38,12,90,2,2018
2018-02-07 12:05:00,59,9,Battle Axe,Combat Tools,95,10.0,1,120.0,0,120,Credit Card,38,48,72,2,2018
2018-02-07 16:25:00,45,4,Medium Axe,Hand Tools,55,3.0,5,50.0,0,250,Mobile Payment,38,20,150,2,2018
2018-02-07 11:01:00,94,0,Battle Axe,Combat Tools,95,10.0,4,120.0,0,480,Mobile Payment,38,48,288,2,2018
2018-02-07 18:35:00,22,8,Battle Axe,Combat Tools,95,10.0,3,120.0,0,360,Credit Card,38,48,216,2,2018
2018-02-07 10:06:00,63,3,Large Axe,Outdoor Equipment,75,6.0,2,80.0,0,160,Mobile Payment,38,32,96,2,2018
2018-02-07 16:49:00,28,3,Small Axe,Hand Tools,35,1.5,1,30.0,0,30,Mobile Payment,38,12,18,2,2018
2018-02-07 18:52:00,80,5,Small Axe,Hand Tools,35,1.5,1,30.0,0,30,Cash,38,12,18,2,2018
2018-02-07 17:35:00,48,7,Battle Axe,Combat Tools,95,10.0,1,120.0,0,120,Credit Card,38,48,72,2,2018
2018-02-07 16:52:00,53,14,Battle Axe,Combat Tools,95,10.0,1,120.0,0,120,Mobile Payment,38,48,72,2,2018
